nid,label
9469,16
9470,16
9471,24
127490,24
9472,4
9473,8
9474,32
127494,5
9475,16
9476,8
9477,8
9478,22
9479,19
9480,24
9481,5
9482,16
9483,26
9484,16
9485,16
9486,28
9487,24
9488,8
9489,24
127509,16
127510,16
9490,19
9491,27
9492,9
9493,18
9494,5
9495,24
127517,16
9496,16
9497,29
9498,27
127521,16
127522,24
9499,24
9500,16
9501,24
9502,16
9503,16
9504,2
9505,33
9506,16
9507,24
9508,16
9509,19
127531,28
127532,28
9511,16
9512,24
9513,24
127041,5
9514,16
9515,28
127539,9
9516,24
9517,9
9518,16
9519,24
9520,11
9521,20
9522,7
9523,32
9524,10
9525,16
9526,2
9527,24
127551,28
9528,5
9529,26
9530,16
9531,6
9532,4
9533,24
9534,4
127559,24
9535,23
9536,4
9537,30
9538,24
9539,24
127565,16
127566,1
9541,20
127568,28
9543,27
9544,16
9545,27
9546,28
9547,16
9548,4
9549,16
9550,4
9551,4
9552,24
9553,24
9554,2
9555,16
9556,24
9557,28
9558,32
9559,28
9560,16
9561,24
9562,16
9563,16
9564,16
9565,16
9566,16
9567,13
9568,25
9569,19
9570,4
127593,23
9572,24
9573,24
9574,16
9575,24
9576,19
9577,24
9578,16
9579,16
9580,8
9581,24
9582,16
9583,26
127606,10
9584,24
9585,28
9586,20
9587,10
9588,16
9589,24
9590,16
9591,16
9592,16
9593,4
9594,4
9595,16
9596,24
9597,8
9598,16
9599,16
127622,5
9600,26
127624,28
9601,16
9602,16
127626,31
9603,3
9604,28
9605,16
9606,28
9607,5
9608,18
9609,28
9610,24
9611,24
9612,24
9613,16
9614,1
9615,4
9616,24
9617,24
9618,28
9619,16
9620,6
9621,24
9622,16
9623,16
127647,4
9624,13
9625,16
9626,31
9627,24
9628,16
9629,16
9630,28
9631,24
9632,24
127656,28
9633,16
9634,24
9635,13
9636,4
9637,3
9638,24
9639,26
9640,4
9641,24
9642,16
9643,16
9644,16
127668,22
9645,16
9646,24
9647,16
9648,32
9649,24
9650,16
9651,16
127676,23
9653,16
9654,11
127679,28
9655,8
127681,29
9656,16
9657,16
9658,16
9659,16
9660,16
9661,4
9662,19
9663,10
9664,25
9665,16
9666,16
9667,33
127692,28
9668,16
9669,10
9670,16
9671,24
9672,24
9673,5
9674,16
9675,8
127701,2
9676,10
9677,24
9678,27
9679,26
9680,23
9681,16
127707,2
9683,24
9684,24
9685,19
9686,16
127712,28
9687,16
127714,28
9689,13
127716,28
9690,25
127717,14
9691,28
9692,2
9693,16
9694,16
9695,16
9696,24
9697,24
119169,8
9698,28
9699,16
9700,16
119170,28
9701,26
9702,15
9703,10
9704,18
119171,5
9705,16
9706,15
127734,24
9707,28
127736,22
9708,16
9709,3
9710,5
127739,13
9711,31
9712,26
9713,28
127743,16
127744,28
9715,16
9716,28
127747,4
9717,31
9718,16
9719,16
9720,24
9721,16
9722,10
9723,16
9724,28
9725,31
119173,24
9726,32
9727,9
9728,28
9729,8
119174,31
119175,16
9732,28
9733,28
127763,28
9734,8
9735,28
9736,16
9737,28
9738,31
119176,10
9740,9
9741,13
9742,2
119177,28
123904,4
127775,19
127776,6
127777,28
127778,20
127779,19
119179,28
127781,2
127782,28
127783,3
127784,16
119180,28
127785,28
127786,28
127787,9
127788,8
127789,32
127790,16
127791,20
127792,10
127793,28
119182,28
127794,4
127795,27
127797,27
127798,34
127799,10
127800,19
127801,6
127802,28
127803,16
119183,16
127804,2
127805,5
127806,28
127807,24
119184,28
127808,28
127809,24
127811,5
127812,2
119185,24
127813,16
127814,4
127815,10
127816,16
119186,9
127818,34
127819,16
127820,31
127821,23
119187,4
127823,16
127824,10
127825,31
127826,5
127827,24
127828,3
127829,24
127830,22
127831,4
119189,31
127832,10
127833,8
127834,31
127835,10
127836,26
127837,24
127838,34
127839,9
127841,16
119191,2
127842,6
127843,28
127844,23
127845,16
119192,6
127846,24
127847,16
127848,16
127849,23
119193,16
127850,28
127851,32
127852,24
127853,28
119194,24
127854,20
127855,16
127857,3
127859,32
119195,5
127860,13
127861,16
127862,16
127863,2
127864,8
127865,2
127866,19
127867,28
127868,19
119197,10
127870,28
127871,34
127872,32
127873,28
119198,16
127875,23
127876,16
127877,24
127878,16
119199,16
127879,13
127880,28
127882,24
127883,25
119200,26
127884,8
127885,16
127886,16
127888,24
119201,28
127889,26
127890,16
127891,24
127892,16
119202,24
127893,16
127894,21
127895,24
127896,16
119203,5
127897,3
127898,28
119204,16
119205,14
119206,2
119207,16
119208,24
127925,24
119209,28
119210,28
119211,20
119212,24
9903,28
119213,28
119214,28
127056,16
119216,8
127957,28
119217,7
119219,24
119221,2
119222,28
119223,16
127058,5
119225,28
127994,16
127996,26
119227,28
119228,26
119229,5
9979,24
119230,27
119231,31
119232,8
9991,3
9992,16
9993,22
9994,24
9995,24
9996,24
119233,24
9997,24
9998,16
9999,16
10000,25
10001,24
10002,9
10003,3
10004,24
119234,24
119235,24
10006,16
10007,10
119236,28
10009,16
10010,16
10011,16
10012,3
119237,24
10014,24
10015,10
10016,16
10017,24
119238,24
10019,4
10020,28
10021,16
119239,16
10025,27
10026,16
119240,27
127061,11
10029,28
10030,16
10031,24
119241,16
10033,32
119242,14
10035,2
10037,32
10038,28
10039,16
10041,10
10042,5
10043,6
10044,27
10046,5
10047,24
119244,24
10049,24
10050,5
119245,26
10052,24
10053,16
10055,24
119246,4
10057,24
10058,23
10059,24
119247,24
10061,32
10062,28
10063,24
10064,16
119248,6
10066,24
128104,4
119249,16
10068,24
10071,6
10072,10
10074,16
10075,5
10076,16
119251,25
10079,2
10080,5
10081,24
10082,21
10083,13
119252,16
10084,31
119253,28
10086,32
10087,31
10088,3
119254,22
10089,23
10090,4
10091,4
10092,2
10093,16
10094,22
119255,22
10095,8
10096,22
119256,24
10097,31
10098,31
10099,4
10100,28
119257,5
10101,23
10102,13
10103,1
10104,28
10105,28
10106,28
119258,3
10108,28
10109,33
119259,4
10111,4
10112,10
10113,6
10114,31
119260,16
10115,28
10116,34
10117,34
10118,32
119261,16
10120,2
10122,33
10123,24
10124,20
10126,9
10127,6
10128,32
10129,28
119263,4
10131,31
10132,31
10133,20
10134,20
10135,10
119264,28
10137,34
10138,18
119265,24
10140,8
10141,24
10142,28
10143,28
10144,28
119266,16
10145,26
128182,16
10146,28
119267,16
10148,29
128188,24
10150,16
10151,24
10152,9
10153,9
10154,5
10155,16
10156,2
119268,24
10157,32
10158,26
10159,11
10160,10
10161,24
10162,24
119269,20
10163,16
10164,5
10165,10
10166,26
10167,3
10168,13
119270,24
10170,2
10171,28
119271,27
119272,28
10174,19
10175,23
10176,28
10177,8
10178,24
128215,24
10180,28
10181,28
10182,26
119273,16
10183,28
10184,4
128221,10
128222,26
10186,4
10187,2
10188,15
10189,28
119274,28
128228,31
10192,28
10193,2
10194,33
10195,31
119275,16
128232,10
10197,1
10198,26
119276,10
10200,8
10201,28
10202,13
10203,28
10204,24
10205,28
119277,24
10207,10
10208,28
10209,16
119278,28
10211,22
10212,28
10213,9
10214,4
119279,24
10216,2
10217,2
10218,28
10219,16
10220,16
10221,34
10222,26
10223,16
10224,2
10225,10
10226,28
10227,10
119281,24
119282,16
128263,9
128264,27
10230,19
10231,8
10232,5
10233,10
10234,5
119283,24
119284,24
128272,28
128273,28
128274,9
128275,5
128276,24
128277,31
128278,24
128279,31
128280,9
119286,8
128282,10
128284,16
128285,5
128286,27
128287,24
128289,16
128290,16
128291,23
128292,23
119287,16
128293,8
128294,16
128295,23
128296,24
119288,16
128297,24
128300,16
128302,34
10261,16
119289,24
10262,24
128303,32
128304,24
128305,2
119290,16
128306,27
128307,33
128308,34
128313,28
128314,10
128315,24
128316,32
128318,5
128319,28
128320,27
128321,14
119292,26
128324,22
128326,26
119293,16
128327,20
128328,4
128329,8
128330,2
128332,5
128333,32
128335,16
128336,24
119295,27
128337,9
128338,5
128340,13
119296,27
128342,2
128344,3
128345,23
119297,27
128346,5
128347,31
128349,10
128350,16
119298,32
128351,28
128352,16
128353,5
128354,16
119299,24
128355,28
128356,2
128357,16
128359,16
128360,9
119300,16
128361,10
128363,16
128364,13
128366,28
119301,24
128367,26
128368,28
128370,28
128371,10
119302,24
128372,31
128373,28
128374,4
119303,16
128375,28
128378,10
119304,24
128379,16
128380,28
128381,32
128382,13
119305,16
128383,16
128384,28
128385,5
128386,2
119306,28
128389,24
128390,8
128391,22
119307,28
128392,25
128395,8
119308,24
128396,5
128397,28
128399,8
128400,31
128402,16
128403,32
119310,16
128404,9
128406,28
128407,24
119311,24
128408,4
128410,24
119312,28
128413,28
10371,16
128414,2
128415,16
119313,24
128416,4
128417,28
128418,16
128419,16
119314,28
128420,16
128421,9
128422,28
128423,33
119315,16
128425,2
128426,22
128428,10
128429,27
119316,27
128430,9
128431,9
128432,22
128433,20
128434,10
128436,28
128437,24
128438,4
119318,16
128441,10
128444,24
119319,24
128447,28
119320,23
119321,16
119322,4
128459,16
119323,16
119324,16
119325,16
119326,29
119327,24
10443,2
10444,28
10445,17
10446,4
10447,16
10448,19
119328,4
10449,16
10450,32
10451,20
10452,16
10453,28
119329,11
10454,26
10455,33
10456,24
10457,28
119330,16
10458,10
10459,16
10460,9
10461,16
10462,16
119331,26
10463,16
10464,19
10465,4
119332,31
10466,28
10467,28
10468,27
10469,24
10470,11
10471,31
10472,16
10473,22
10474,28
10475,28
10476,33
10477,8
10478,28
10479,24
10480,28
10481,4
10482,14
10483,4
10484,24
10485,28
10486,25
10487,24
10488,4
10489,16
10490,25
119337,4
10491,16
10492,19
10493,23
10494,28
10495,8
10496,16
10497,16
10498,9
10499,16
10500,24
10501,28
10502,16
10503,24
10504,16
10505,24
10506,4
10507,28
10508,2
10509,16
10510,31
10511,10
10512,16
10513,16
10514,1
10515,3
10516,16
10517,27
10518,28
10519,16
10520,24
10521,8
10522,10
119341,24
10523,10
10524,16
10525,10
10526,16
10527,19
10528,10
10529,25
10530,16
10531,24
10532,2
10533,24
10534,28
10535,16
10536,34
10537,8
10538,16
10539,3
10540,28
119345,16
10541,19
10542,16
10543,32
10544,24
10545,24
10546,24
10547,28
10548,16
10549,8
10550,16
10551,24
10552,3
10553,29
10554,16
10555,16
10556,23
10557,26
10558,6
10559,16
10560,16
10561,26
10562,25
10563,10
10564,16
10565,29
10566,2
10567,24
10568,21
10569,16
10570,18
10571,24
119351,20
10572,16
10573,16
10574,24
10575,28
10576,24
10577,19
10578,19
119352,16
10579,16
10580,2
10581,19
10582,8
119353,16
10583,18
10584,24
10585,24
10586,24
10587,28
10588,24
10589,10
119355,8
119356,24
10590,4
10591,10
10592,25
10593,24
10594,16
10595,31
10596,24
10597,16
10598,24
119357,24
10599,16
10600,16
10601,16
10602,16
10603,4
10604,16
10605,16
10606,28
119359,28
10607,19
10608,34
10609,16
10610,16
119361,27
10611,24
10612,8
10613,23
10614,19
10615,33
10616,16
10617,27
10618,24
10619,16
10620,3
10621,28
10622,16
10623,31
119363,28
10624,24
10625,16
10626,28
119364,16
10627,13
10628,1
10629,28
10630,24
10631,16
10632,28
119365,24
119366,16
127086,28
128666,24
10633,16
10634,7
10635,16
119367,4
10636,16
10637,0
10638,16
10639,32
10640,16
10641,16
10642,31
10643,11
10644,25
10645,10
10646,27
10647,28
10648,31
10649,16
10650,16
10651,27
10652,24
10653,19
119370,5
10654,16
10655,24
119371,16
119372,23
10656,28
10657,6
10658,16
10659,16
10660,24
10661,22
10662,13
10663,27
10664,8
10665,16
10666,26
10667,16
10668,22
10669,24
10670,16
10671,19
10672,16
119374,8
10673,27
10674,16
10675,16
10676,6
10677,34
10678,8
10679,16
10680,16
10681,26
10682,24
10683,26
10684,6
10685,4
10686,24
10687,16
10688,4
10689,24
119376,28
119377,24
10690,16
10691,10
10692,16
10693,4
10694,19
119378,16
10695,4
10696,5
119379,16
128725,21
10697,16
10698,16
10699,10
10700,10
10701,31
10702,5
10703,26
119380,24
10704,16
10705,32
10706,27
10707,20
10708,16
10709,16
10710,16
119381,24
10711,22
10712,27
10713,22
10714,28
10715,27
10716,4
10717,32
10718,31
10719,28
10720,28
10721,16
10722,8
10723,3
10724,1
10725,1
10726,16
119385,13
10728,8
119386,22
122968,5
10729,10
10730,22
10731,28
128761,33
10732,26
10733,16
10734,16
10735,22
10736,22
10737,34
10738,16
10739,2
10740,22
10741,24
10742,26
10743,4
10744,27
10745,16
10746,13
119388,24
10747,10
10748,28
10749,28
10750,28
10751,28
10752,28
10753,32
10754,31
10755,13
119390,16
10756,24
119391,10
10757,7
128790,28
10758,16
10759,9
10760,5
10761,9
10762,28
10763,27
10764,20
10765,32
119393,24
10766,16
10767,10
10768,30
10769,24
119395,24
10770,16
10771,28
10772,28
10773,4
119396,16
10775,8
10776,4
10777,10
10778,26
10779,28
119397,13
128813,28
10780,19
10781,28
10782,5
10783,24
10784,22
119398,28
10786,16
119399,24
10787,32
10788,8
10789,27
10790,31
10791,31
10792,24
10793,10
10794,20
10795,16
10796,20
10797,26
10798,2
119401,32
10799,8
10800,28
10801,16
10802,1
10803,20
10804,27
10805,34
10806,5
119403,24
10807,24
10808,16
10809,31
10810,24
10811,2
119404,24
10813,2
10814,28
10815,10
10816,23
10817,24
10818,8
10819,24
119405,16
10820,28
10821,27
10822,9
10823,18
10824,31
119406,16
10826,5
10827,8
10828,28
10829,28
10830,31
10831,28
10832,22
10833,16
10834,2
128862,15
10836,28
10837,2
10838,28
10839,16
10840,2
10841,2
10842,24
10843,28
10844,31
10845,23
10846,27
10847,5
10848,28
10849,28
10850,28
10851,26
119411,24
10852,28
10853,16
10854,14
10855,16
10856,5
119412,31
10857,16
119413,24
10858,24
10859,10
119414,24
128890,16
10860,24
10861,28
10862,9
10863,2
119415,16
10864,16
10865,4
10866,8
119416,32
10868,31
10869,16
10870,28
10871,28
10872,31
10873,16
10874,22
10875,31
119417,22
10877,33
10878,28
10879,2
10880,9
10881,4
10882,24
10883,8
10884,19
10885,5
10886,32
10887,28
10888,4
119418,24
10890,16
10891,33
119419,27
10893,16
10894,9
10895,28
119420,16
10896,24
10897,19
10898,28
10899,28
10900,20
119421,24
10902,17
10903,22
128932,26
10904,9
10905,2
10906,2
10907,10
10908,24
119423,24
10910,24
10911,16
10912,16
10913,16
10914,5
10915,28
10916,18
10917,22
119424,3
10918,28
10919,34
10920,28
10921,24
10922,26
10923,24
10924,1
119426,7
10926,28
10927,2
119427,27
119428,8
128958,3
128959,24
128960,22
10932,8
10933,24
10934,16
10935,24
10936,16
10937,28
119429,23
10938,19
10939,16
10940,29
10941,26
10942,28
10943,18
10944,26
10945,28
10946,23
119431,28
119432,16
128975,3
128976,24
128977,16
119433,23
128979,9
128980,16
10954,2
128982,24
119434,16
128983,23
128984,24
128985,28
123913,16
128987,2
128988,28
128989,28
128991,16
128992,20
128993,16
128994,29
128995,20
128996,24
128997,27
119437,24
128998,23
128999,31
129000,27
129001,28
119438,28
10976,26
129003,28
129004,24
129005,16
119439,13
129007,16
129008,27
129009,16
129010,24
119440,28
129011,31
129012,9
129013,28
129014,25
119441,23
129016,16
129019,24
129020,24
129021,27
119442,8
129022,16
129023,24
129024,28
129025,16
119443,16
129026,4
129027,24
129028,24
129029,18
119444,28
129030,10
129031,3
129032,24
129033,16
119445,10
129034,28
129035,16
129037,9
129038,28
119446,28
129039,20
129040,10
129041,24
129042,8
129043,28
129045,16
129046,24
129047,19
129048,5
119447,28
129050,32
129051,3
129052,24
129053,16
119448,8
129054,26
129056,16
129057,32
129058,26
119449,26
129059,24
129061,4
129062,27
129063,24
129064,13
119450,2
129065,16
129066,16
129067,8
129068,28
119451,18
129069,15
129070,7
129071,16
129072,27
119452,4
129073,19
129074,18
129075,23
129076,16
119453,28
129077,3
129079,20
129081,24
129082,16
129083,16
129084,3
129085,24
129086,24
129087,16
119455,24
129088,16
129089,16
129090,2
129091,28
119456,23
129092,23
129094,24
129095,27
129096,13
122970,16
129097,16
129099,16
129100,10
129101,24
129102,24
129103,8
129104,16
121079,16
119458,2
127103,5
119459,23
129114,2
119460,28
119461,28
129125,5
119462,20
119463,28
129132,8
119464,24
119465,28
129143,28
119466,23
119468,22
127105,16
119469,28
129158,32
119470,24
129165,18
119474,10
119475,22
119476,16
119477,9
119478,24
119480,9
119482,9
129237,24
119483,26
119484,26
119485,28
119486,2
119487,28
119488,4
127110,16
119489,16
119490,5
119491,34
11255,14
11256,24
11257,28
11258,28
11259,4
11260,22
119492,28
11261,19
119493,16
11263,25
119494,26
11265,4
11266,26
11267,9
11268,28
119495,10
11269,23
11270,32
11271,28
11273,2
11274,28
11275,24
11276,24
11277,26
11278,28
11279,2
119496,23
11281,2
119497,28
11282,24
127112,16
11284,26
11285,8
129303,31
11287,28
11288,28
11289,23
11290,4
11292,16
11293,28
11294,27
11295,16
11296,28
11297,10
11298,10
122972,34
11300,4
11301,27
11302,16
11303,20
11304,28
119500,28
11306,5
127113,24
11307,5
11309,34
11310,28
11311,15
11312,24
119501,10
11315,19
11316,11
11317,24
11318,10
11319,24
11320,10
11321,28
119502,5
11322,31
11323,28
11324,27
119503,4
11326,24
11327,28
11328,7
11329,28
119504,16
119505,23
11330,24
11331,24
11332,24
119506,9
11335,13
11336,31
11337,19
11338,28
11339,4
11340,10
11342,24
11344,2
11345,20
11346,10
119509,27
11348,32
11350,32
11351,13
11352,33
129377,8
11354,13
11355,20
11356,24
119510,26
11357,28
129378,33
11358,28
119511,28
11359,31
129379,20
11361,16
11362,24
119512,4
11364,26
11365,24
129385,10
119513,28
11367,28
11368,16
129391,8
129392,16
11370,19
11371,27
11372,10
119514,24
11374,16
11375,16
11376,16
11377,16
11378,14
119515,2
11380,10
129400,16
129401,28
11383,8
11384,3
11385,10
11386,28
11387,31
129407,2
129411,32
11390,3
11391,28
11392,16
11393,28
11394,4
11395,23
119518,28
11397,31
119519,2
11399,28
11400,20
11401,10
11402,3
119520,25
129425,2
11405,0
11406,24
11407,28
11408,31
11409,28
11410,16
11411,16
11412,28
11413,16
11414,26
11415,9
11416,26
11417,26
11418,10
119522,28
11420,16
11421,5
11422,16
119523,8
11423,16
129442,16
11424,28
129443,3
129445,5
11425,27
11426,31
11427,10
11428,24
11429,27
129448,11
11431,33
11432,2
11433,13
11434,13
11435,16
11436,28
119525,28
11438,27
11439,3
119526,28
11441,16
11442,3
11443,22
11444,16
119527,28
129463,8
11447,24
11448,32
11449,8
11450,26
11451,23
11452,3
11453,16
11454,4
11455,1
11456,25
11457,16
11458,22
11459,16
11460,4
11461,24
119529,16
11463,16
11464,19
11465,24
11466,16
11467,28
11468,28
11469,10
119530,3
119531,2
11471,4
11472,2
11473,34
11474,26
119532,16
11476,4
11477,16
119533,28
129488,31
11479,24
11480,2
129490,28
11481,10
129492,16
11483,10
11484,28
119535,28
11486,16
11487,16
129499,27
11488,10
119536,28
129501,16
11490,24
11491,24
119537,28
11492,24
11493,4
11494,5
11495,4
129509,16
129512,24
11497,2
11498,8
11499,16
11500,5
11501,13
129514,16
129515,27
129517,27
11503,5
11504,4
119539,4
11506,23
11507,16
11508,28
129522,16
11510,10
129524,28
11512,32
11513,10
119541,28
129529,16
129530,27
129532,24
11517,16
119542,26
129533,21
129534,23
129536,24
129537,27
129538,24
129539,16
129540,34
129541,16
129542,28
129544,32
129545,13
129546,24
129547,2
129548,2
129549,24
129550,16
129552,24
129553,2
129554,24
129555,23
129556,28
129559,24
129561,24
129564,28
11543,10
129566,16
129567,16
129568,16
129569,16
11550,16
129570,3
129571,24
129572,24
129573,24
129574,16
129575,16
129576,4
129577,24
129578,16
129579,30
11560,10
129581,28
129582,5
129583,24
129584,16
129585,16
129586,13
129587,28
129588,28
129589,24
129590,16
129592,28
129596,24
129599,16
129600,28
129602,24
129604,24
129605,24
129606,9
129607,16
129608,8
129609,24
129610,16
129620,24
129630,27
129648,24
11732,28
11733,16
129752,28
11734,24
11735,20
11736,6
11737,23
11738,13
11739,27
11740,27
11741,16
11742,27
11743,24
11744,5
11745,9
11746,8
11747,16
11748,16
11749,26
11750,19
11751,24
11752,16
11753,19
11754,24
11755,16
11756,16
11757,5
11758,16
11759,24
11760,16
11761,27
11762,17
11763,16
11764,8
11765,19
11766,4
11767,24
11768,16
11769,31
11770,24
11771,16
11772,28
11773,27
11774,19
11775,16
11776,2
11777,31
11778,24
11779,8
11780,16
11781,16
11782,4
11783,2
11784,16
11785,16
11786,28
11787,16
11788,28
11789,24
11790,13
11791,31
11792,26
11793,10
11794,10
11795,16
11796,24
11797,23
11798,9
11799,24
11800,16
11801,10
11802,24
11803,24
11804,16
11805,27
11806,24
11807,24
11808,24
11809,24
11810,16
11811,28
11812,3
11813,8
11814,3
11815,28
11816,27
11817,10
11818,26
11819,34
11820,31
11821,4
129837,28
11822,16
11823,31
11824,28
11825,5
11826,24
11827,24
11828,28
11829,14
11830,16
11831,31
11832,8
11833,31
11834,20
11835,2
11836,28
11837,0
11838,16
11839,32
122411,26
11840,28
11841,24
11842,4
129848,28
11843,10
11844,19
11845,28
11846,28
11847,28
11848,31
11849,2
11850,24
11851,26
11852,20
11853,31
11854,9
11855,16
129860,28
11856,16
11857,10
11858,28
11859,10
11860,5
11861,16
129866,23
11862,16
11863,16
11864,4
11865,28
11866,10
11867,28
11868,16
11869,32
11870,26
11871,23
11872,28
11873,26
11874,24
11875,16
11876,16
11877,28
11878,26
11879,28
129883,16
11880,31
11881,16
129886,16
11882,28
11883,0
11884,27
11885,34
11886,24
11887,16
11888,6
11889,23
11890,16
11891,34
11892,28
11893,28
11894,2
129899,1
129900,16
11895,1
11896,7
11897,7
11898,24
11899,2
11900,2
11901,16
11902,3
11903,24
11904,16
11905,28
11906,3
11907,24
129913,5
11908,16
11909,28
11910,24
11911,11
11912,25
11913,16
11914,34
11915,8
11916,28
11917,16
11918,34
129924,24
11919,32
11920,16
11921,22
11922,24
11923,24
11924,20
11925,28
11926,20
11927,24
11928,27
11929,27
11930,15
11931,24
11932,28
11933,8
11934,8
11935,10
11936,9
11937,22
129943,23
11938,11
11939,20
11940,16
11941,28
11942,24
11943,20
11944,32
11945,22
11946,34
11947,23
11948,26
11949,24
11950,16
11951,9
11952,5
11953,28
11954,16
11955,26
11956,8
11957,10
11958,24
11959,16
11960,10
11961,8
11962,28
11963,34
11964,28
11965,11
129969,16
11966,28
11967,28
129972,27
11968,3
11969,28
11970,28
11971,34
11972,20
11973,13
11974,5
11975,16
11976,28
11977,16
11978,32
11979,24
11980,7
11981,4
11982,32
11983,32
11984,8
11985,10
11986,16
11987,3
129990,22
11988,28
11989,22
129993,10
129994,24
11990,2
11991,16
11992,28
129996,5
129997,24
11993,28
11994,24
11995,10
11996,16
11997,2
11998,16
11999,16
12000,26
12001,26
12002,24
12003,16
12004,28
12005,28
12006,16
12007,32
12008,8
12009,24
12010,24
12011,24
130016,24
12012,16
12013,28
12014,24
12015,28
130021,24
12016,28
12017,16
12018,24
12019,16
130025,10
130026,6
12020,10
12021,10
130029,8
12023,32
12024,28
12025,16
12026,28
12027,16
12028,10
12029,28
12030,8
12031,5
12032,20
12033,34
12034,2
12035,2
12036,4
12037,28
12038,19
12039,13
12040,10
12041,28
12042,17
12043,16
12044,31
12045,34
12046,2
12047,24
130054,11
12049,14
12050,28
12051,16
12052,3
12053,34
12054,16
12055,24
12056,28
12057,34
12058,13
12059,4
130065,27
12060,4
12061,16
130067,28
12062,28
12063,28
130070,16
130071,16
130072,13
12064,24
12065,16
12066,23
12067,25
12068,9
12069,31
12070,6
12071,16
12072,8
130079,28
130080,9
12074,16
130082,28
130083,24
130084,24
12076,24
12077,4
12078,16
12079,28
12080,28
12081,16
12082,27
12083,2
12084,5
12085,6
130095,24
12087,27
130097,16
130098,3
130099,24
12089,16
12090,22
130101,3
12091,20
12092,28
12093,16
12094,11
12095,33
12096,24
12097,24
12098,2
12099,24
12100,24
12101,24
130112,16
12103,27
12104,29
130114,1
12105,4
12106,27
12107,8
12108,16
12109,16
130118,22
130119,24
12110,16
12111,8
130122,24
12113,16
12114,6
130123,20
12116,16
12117,5
12118,16
12119,8
12120,24
12121,3
12122,24
12123,16
12124,16
12125,4
12126,24
12127,24
12128,28
12129,16
130136,16
12130,24
12131,16
130139,13
12132,16
12133,4
12134,16
12135,26
12136,27
130145,8
12137,24
12138,24
130148,6
12140,16
12141,31
12142,23
12143,31
12144,16
12145,16
12146,4
12147,16
12148,26
12149,16
130157,24
12151,3
12152,16
130160,25
12153,16
12154,24
12155,24
12156,16
12157,24
12158,23
12159,24
12160,16
12161,16
12162,6
12163,6
130169,8
12165,8
12166,24
12167,16
12168,16
12169,4
12170,24
12171,22
12172,10
130178,25
12173,31
12174,4
12175,13
12176,16
12177,10
12178,28
130185,24
12179,24
12180,23
12181,24
12182,6
130190,16
130191,24
12185,28
130193,8
130194,4
12186,16
130196,28
12188,24
130198,16
130199,24
130200,5
130202,6
130203,16
130204,0
130205,24
130206,7
130209,16
130210,5
130211,28
130212,16
130213,24
130214,16
130215,16
130216,24
130217,33
130218,16
130219,8
130220,20
130221,5
130223,4
130225,24
130226,24
130227,16
130228,4
130229,19
130230,23
130231,16
130233,20
130234,16
130235,16
130236,26
130237,24
130238,26
130239,24
130240,18
130241,28
130242,24
130243,24
130244,5
130245,28
130246,24
130247,27
130248,16
130249,27
12229,15
130250,16
130251,16
130252,5
130253,24
130254,26
130256,16
130258,16
130259,13
130260,5
130261,24
130263,19
130264,5
130265,16
130266,16
12245,4
130267,26
130268,6
130269,24
130270,16
130271,31
130272,24
130273,24
130274,16
130275,24
130276,16
130277,14
130278,24
130279,3
130280,24
130281,2
130282,24
130283,28
130284,28
130286,8
130287,26
130288,8
130289,16
130290,16
130291,8
130292,24
130293,27
130294,10
130295,27
130296,16
12285,16
12315,28
130422,28
12457,19
12458,26
12459,31
12460,6
12463,19
12464,19
12465,27
12467,24
12468,17
12469,32
12472,16
12474,16
12475,4
12476,3
12477,2
12478,20
12479,10
12480,8
12481,10
12483,13
12484,19
12487,16
12488,9
12490,16
12491,16
12492,2
12494,13
12495,24
12496,4
12497,28
12499,28
12500,13
12501,19
12502,10
12504,28
12505,28
12506,16
12507,16
12508,20
12509,34
12510,4
12511,16
12515,28
12516,16
12517,28
12518,16
12519,10
12520,23
12521,16
12522,19
12523,28
12524,34
12525,23
12526,10
12527,18
12528,10
12530,8
12532,28
12533,32
12534,16
12535,16
12537,24
12538,28
12539,27
12540,3
130551,24
12542,16
12543,2
12544,28
12545,16
12547,16
12548,16
12549,19
12550,10
12551,28
12552,25
12553,25
12555,5
12556,13
12559,13
12560,5
12563,24
12564,16
12566,6
12567,9
12568,19
130579,24
12569,28
12570,28
130580,16
12572,27
130581,4
12574,28
12575,16
12576,24
12577,27
12578,4
12579,28
12580,13
130585,6
130587,24
12582,25
12583,25
12584,16
12585,5
12586,8
130592,24
12588,16
12589,17
130596,26
130600,24
130601,32
130602,27
130603,24
130604,28
130605,26
12594,13
12595,4
130606,16
12596,16
130607,16
12598,16
12599,28
12600,28
12601,23
12602,28
12603,28
130611,28
12604,26
12605,9
12606,27
12607,28
12608,28
130614,24
12610,24
130615,5
12612,28
12613,32
12614,16
12615,16
130619,16
130621,24
12617,26
12618,24
12619,24
130622,2
12620,5
130624,24
12622,5
130625,28
12624,24
12625,8
12626,32
12627,8
12628,2
12629,24
12630,10
12631,24
12632,10
130635,31
12634,24
12635,28
130637,16
12636,16
12637,27
130640,4
12638,4
12639,19
12640,27
12641,16
12642,16
12643,28
12644,16
12645,16
12646,5
12648,28
12649,16
12650,28
12651,16
12654,16
12655,16
12656,28
12658,16
12659,28
12660,16
12661,16
12664,25
12665,20
12666,16
12667,28
12668,16
12669,19
12670,11
12671,28
12673,16
12674,13
12675,16
12676,16
12677,25
12678,16
12679,28
12680,16
12682,16
12683,16
12684,3
12687,4
12688,16
12690,2
12691,14
